Object URL,Tags
https://6.api.artsmia.org/full/3520.jpg,"""sculpture: 5, statue: 3, art: 3, person: 3, man: 2, old: 2, stone: 2, standing: 2, figurine: 2, nude: 1, marble: 1, figure: 1, ancient: 1, monument: 1, museum: 1, people: 1, carve: 1, no person: 1, architecture: 1, renaissance: 1, anatomy: 1, artistic: 1, classic: 1, man and woman ceramic figurine: 1, nude man statue: 1, classical sculpture: 1, male: 1, muscle: 1, human body: 1, chest: 1, human: 1, archaeology: 1, museum (indoor): 1, alabaster color: 1, a sculpture of a man: 1, building: 1, holding: 1, front: 1, wearing: 1, large: 1, posing: 1, white: 1, table: 1, suit: 1, cake: 1, board: 1, young: 1"","
https://1.api.artsmia.org/full/4866.jpg,"""sculpture: 3, art: 3, statue: 2, man: 2, archaeology: 2, head: 2, figurine: 2, person: 2, ancient: 1, no person: 1, one: 1, people: 1, buddha: 1, religion: 1, carve: 1, pottery: 1, old: 1, spirituality: 1, antique: 1, traditional: 1, portrait: 1, clay: 1, museum: 1, brown wooden tiki mask decor: 1, woman head figurine: 1, forehead: 1, chin: 1, stone carving: 1, classical sculpture: 1, carving: 1, bronze: 1, human: 1, artifact: 1, socle: 1, support: 1, supporting structure: 1, alabaster color: 1, a close up of a person: 1, black: 1, looking: 1, brown: 1, cat: 1, standing: 1"","
https://6.api.artsmia.org/800/1721.jpg,"""hair: 4, person: 4, portrait: 3, man: 3, beard: 3, sunglasses: 3, glasses: 3, eyewear: 2, face: 2, old: 2, photo: 2, people: 1, one: 1, adult: 1, eyeglasses: 1, facial hair: 1, mustache: 1, writer: 1, monochrome: 1, popularity: 1, look: 1, scientist: 1, mens black framed eyeglasses: 1, mens wearing black sunglasses illustration: 1, photograph: 1, hairstyle: 1, chin: 1, forehead: 1, self-portrait: 1, moustache: 1, human: 1, accessory: 1, accessories: 1, head: 1, photography: 1, drawing: 1, art: 1, art gallery: 1, indoors: 1, museum (indoor): 1, coonskin cap: 1, cap: 1, headdress: 1, ash grey color: 1, gray color: 1, a man wearing glasses posing for the camera: 1, wearing: 1, looking: 1, posing: 1, standing: 1, camera: 1, black: 1, white: 1, close: 1, young: 1, shirt: 1"","
https://5.api.artsmia.org/full/1748.jpg,"""building: 5, temple: 3, architecture: 2, gold: 2, old: 2, spire: 2, bronze: 2, tower: 2, travel: 1, ancient: 1, culture: 1, religion: 1, art: 1, no person: 1, castle: 1, buddha: 1, sky: 1, traditional: 1, city: 1, sacred: 1, spirituality: 1, ornate: 1, monument: 1, brown and black leather tote bag: 1, two brown and white temple miniatures: 1, place of worship: 1, brass: 1, metal: 1, stupa: 1, mosque: 1, vehicle: 1, rocket: 1, transportation: 1, furniture: 1, shrine: 1, worship: 1, dome: 1, steeple: 1, repository (monument): 1, enclosure: 1, inkstand: 1, tray: 1, utensil: 1, mausoleum: 1, religious site: 1, religious building: 1, ultramarine color: 1, a statue of a person: 1, table: 1, sitting: 1, front: 1, large: 1, standing: 1, man: 1, boat: 1, water: 1, statue: 1, yellow: 1, white: 1, clock: 1, holding: 1, display: 1, tall: 1, people: 1, street: 1"","
https://4.api.artsmia.org/full/529.jpg,"""art: 3, painting: 3, person: 3, woman: 2, portrait: 2, statue: 2, religion: 1, sculpture: 1, people: 1, adult: 1, one: 1, renaissance: 1, veil: 1, saint: 1, god: 1, temple: 1, cave: 1, nude: 1, church: 1, gold: 1, wear: 1, offensive: 1, woman in white and yellow dress painting: 1, lady: 1, visual arts: 1, stock photography: 1, self-portrait: 1, human: 1, oil paint: 1, paint: 1, burial chamber: 1, enclosure: 1, masterpiece: 1, museum (indoor): 1, clothing: 1, alabaster color: 1, a statue of a person: 1, standing: 1, man: 1, photo: 1, holding: 1, looking: 1, old: 1, posing: 1, front: 1, wearing: 1, sitting: 1, white: 1, dress: 1, large: 1, room: 1, umbrella: 1"","
https://5.api.artsmia.org/full/4324.jpg,"""food: 4, sculpture: 3, art: 2, statue: 2, cream: 2, dessert: 2, cake: 2, no person: 1, desktop: 1, sweet: 1, isolate: 1, nature: 1, icee: 1, delicious: 1, ball: 1, old: 1, health: 1, cold: 1, beautiful: 1, closeup: 1, chilled: 1, head: 1, white and brown floral textile: 1, white carved mountain: 1, stone carving: 1, classical sculpture: 1, carving: 1, rock: 1, figurine: 1, monument: 1, marble: 1, wedding cake: 1, creme: 1, crystal: 1, confectionery: 1, sweets: 1, dish: 1, meal: 1, icing: 1, mineral: 1, glyptic art: 1, figure: 1, vanilla ice cream: 1, ice cream: 1, nutrition: 1, food product: 1, alabaster color: 1, a stuffed animal on display: 1, sitting: 1, white: 1, table: 1, large: 1, standing: 1, holding: 1, display: 1, bear: 1, stuffed: 1, plate: 1, man: 1"","
https://1.api.artsmia.org/full/1226.jpg,"""painting: 3, woman: 3, art: 3, person: 3, people: 2, man: 2, portrait: 2, sitting: 2, adult: 1, elderly: 1, two: 1, war: 1, one: 1, religion: 1, wear: 1, military: 1, lid: 1, battle: 1, veil: 1, soldier: 1, sit: 1, family: 1, offensive: 1, man and woman painting: 1, photography: 1, gentleman: 1, human: 1, catacomb: 1, grandson: 1, female: 1, grandmother: 1, grandfather: 1, senior citizen: 1, cadaver: 1, reddish brown color: 1, dark red color: 1, a man and a woman sitting on a couch: 1, holding: 1, old: 1, older: 1, table: 1, young: 1, white: 1, group: 1"","
https://0.api.artsmia.org/full/1218.jpg,"""painting: 3, art: 3, illustration: 2, modern art: 2, tapestry: 2, wall: 1, desktop: 1, abstract: 1, texture: 1, pattern: 1, color: 1, design: 1, old: 1, vintage: 1, paper: 1, rock: 1, canvas: 1, image: 1, wallpaper: 1, gold: 1, retro: 1, background: 1, brown and green abstract painting: 1, trees under sun painting: 1, visual arts: 1, organism: 1, textile: 1, mythology: 1, history: 1, tile: 1, mosaic: 1, mural: 1, fabric: 1, artwork: 1, map: 1, multi panel pictures/art: 1, game equipment: 1, indoors: 1, paint: 1, olive green color: 1, a close up of some leaves: 1"","
https://5.api.artsmia.org/800/1244.jpg,"""statue: 4, sculpture: 3, art: 3, bronze: 3, museum: 2, wood: 2, no person: 1, metalwork: 1, religion: 1, visual arts sculpture: 1, exhibition: 1, people: 1, ancient: 1, marble: 1, stone: 1, architecture: 1, artistic: 1, travel: 1, one: 1, nude: 1, brown wooden elephant table decor: 1, brown stone miniature: 1, classical sculpture: 1, bronze sculpture: 1, nonbuilding structure: 1, sculptor: 1, visual arts: 1, flooring: 1, floor: 1, torso: 1, figurine: 1, kneeling: 1, toy: 1, socle: 1, support: 1, supporting structure: 1, art gallery: 1, indoors: 1, museum (indoor): 1, bookend: 1, alabaster color: 1, a statue of a bear sitting on top of a wooden table: 1, indoor: 1, table: 1, sitting: 1, bear: 1, chair: 1, wooden: 1, box: 1, vase: 1, brown: 1, teddy: 1, display: 1, black: 1, large: 1, giant: 1, stuffed: 1, desk: 1, room: 1, living: 1, perched: 1"","
https://3.api.artsmia.org/800/1270.jpg,"""art: 3, painting: 3, people: 2, illustration: 2, man: 2, book: 2, group: 2, mural: 2, religion: 1, god: 1, saint: 1, sword: 1, aura: 1, adult: 1, culture: 1, church: 1, woman: 1, cross: 1, print: 1, gothic: 1, holy: 1, marvel comics the amazing spider-man comic book: 1, human themed paintings: 1, modern art: 1, visual arts: 1, person: 1, human: 1, leisure activities: 1, skin: 1, comics: 1, multi panel pictures/art: 1, bottle green color: 1, maroon color: 1, a group of people posing for a photo: 1, photo: 1, posing: 1, covered: 1, various: 1, many: 1, different: 1, bunch: 1, colorful: 1, young: 1, large: 1, painted: 1, air: 1, night: 1"","
https://4.api.artsmia.org/full/1348.jpg,"""people: 3, art: 3, painting: 3, group: 2, woman: 2, man: 2, person: 2, religion: 1, wear: 1, adult: 1, son: 1, gown (clothing): 1, baby: 1, monk: 1, illustration: 1, child: 1, god: 1, saint: 1, monastery: 1, renaissance: 1, prayer: 1, offensive: 1, group of soldier painting: 1, visual arts: 1, temple: 1, mythology: 1, human: 1, creche: 1, dance: 1, altarpiece: 1, screen: 1, indoors: 1, sport: 1, indian red color: 1, ultramarine color: 1, a group of people in a room: 1, standing: 1, cow: 1, night: 1, skiing: 1, holding: 1, room: 1, snow: 1, playing: 1, white: 1"","
https://5.api.artsmia.org/full/1629.jpg,"""sculpture: 4, statue: 3, art: 3, bird: 3, marble: 2, figurine: 2, no person: 1, nude: 1, woman: 1, ancient: 1, classic: 1, travel: 1, two: 1, sit: 1, religion: 1, renaissance: 1, one: 1, cupid: 1, museum: 1, figure: 1, people: 1, white ceramic elephant figurine with box: 1, white ceramic bird figurine: 1, stone carving: 1, classical sculpture: 1, carving: 1, sculptor: 1, monument: 1, animal: 1, food: 1, cake: 1, dessert: 1, wedding cake: 1, nature: 1, snowman: 1, winter: 1, snow: 1, outdoors: 1, ivory: 1, alabaster color: 1, socle: 1, support: 1, supporting structure: 1, a bird sitting on a white background: 1, sitting: 1, white: 1, standing: 1, black: 1, front: 1, table: 1, parrot: 1, wedding: 1"","
https://3.api.artsmia.org/full/60728.jpg,"""horse: 4, art: 3, sculpture: 3, figurine: 3, mammal: 2, animal: 2, statue: 2, bronze: 2, man: 2, green: 2, cavalry: 1, illustration: 1, no person: 1, one: 1, equestrian: 1, figure: 1, two: 1, seated: 1, show: 1, retro: 1, artistic: 1, green and black ceramic figurine: 1, green horse figurine: 1, animal figure: 1, metal: 1, bronze sculpture: 1, toy: 1, pottery: 1, porcelain: 1, human: 1, person: 1, cockhorse (toy horse): 1, verdigris (green coating): 1, coating: 1, reptile: 1, greenish blue color: 1, jade green color: 1, a person riding a horse: 1, building: 1, water: 1, walking: 1, standing: 1, riding: 1, black: 1, field: 1, large: 1, white: 1, holding: 1, hill: 1, snow: 1"","
https://5.api.artsmia.org/full/278.jpg,"""art: 3, painting: 3, building: 3, people: 2, group: 2, many: 2, man: 2, woman: 2, mural: 2, person: 2, screen: 2, display: 2, religion: 1, adult: 1, saint: 1, renaissance: 1, travel: 1, church: 1, child: 1, cavalry: 1, mary: 1, sword: 1, pain: 1, baroque: 1, kneeling: 1, offensive: 1, painting close-up photography: 1, mythology: 1, visual arts: 1, middle ages: 1, conquistador: 1, pilgrims: 1, history: 1, stock photography: 1, human: 1, apparel: 1, clothing: 1, sari: 1, silk: 1, crypt: 1, architecture: 1, sculpture: 1, lcd screen: 1, monitor: 1, electronics: 1, loggia (roofed arcade of building): 1, painting of people: 1, meal: 1, nutrition: 1, food: 1, altarpiece: 1, indoors: 1, pieta (statue): 1, indian red color: 1, alabaster color: 1, a group of stuffed animals sitting on top of a building: 1, window: 1, sitting: 1, stuffed: 1, table: 1, large: 1, bunch: 1, bench: 1, room: 1, standing: 1, wooden: 1, bear: 1, street: 1, city: 1, riding: 1"","
https://4.api.artsmia.org/800/1355.jpg,"""person: 3, portrait: 2, man: 2, art: 2, painting: 2, black: 2, people: 1, one: 1, adult: 1, illustration: 1, street: 1, urban: 1, vintage: 1, face: 1, smoke: 1, wear: 1, retro: 1, dark: 1, sit: 1, print: 1, music: 1, man in black suit jacket photo: 1, blue: 1, and yellow abstract painting: 1, self-portrait: 1, visual arts: 1, human: 1, blackboard: 1, goalpost: 1, support: 1, penalty box: 1, bench: 1, seat: 1, furniture: 1, sport: 1, black color: 1, coal black color: 1, yellow: 1, photo: 1, sitting: 1, wearing: 1, sign: 1, holding: 1, standing: 1, table: 1, horse: 1, phone: 1, riding: 1"","
https://6.api.artsmia.org/full/5788.jpg,"""sculpture: 3, art: 3, statue: 3, person: 3, buddha: 2, old: 2, temple: 2, meditation: 2, man: 2, people: 2, figurine: 2, sitting: 2, artifact: 2, building: 2, ancient: 1, religion: 1, god: 1, traditional: 1, culture: 1, zen: 1, spirituality: 1, figure: 1, travel: 1, veil: 1, man in brown suit figurine: 1, hindu deity statue: 1, stone carving: 1, classical sculpture: 1, monument: 1, worship: 1, architecture: 1, human: 1, shrine: 1, pieta (statue): 1, cadaver: 1, mycenaen artifacts (greek): 1, museum (indoor): 1, toby jug: 1, drinking vessel: 1, alabaster color: 1, a statue of a man: 1, holding: 1, standing: 1, table: 1, phone: 1, wearing: 1, large: 1, yellow: 1, cake: 1, street: 1, zebra: 1"","
https://5.api.artsmia.org/full/3183.jpg,"""sculpture: 4, statue: 4, art: 3, monument: 3, figurine: 3, bronze: 2, man: 2, standing: 2, ancient: 1, no person: 1, nude: 1, metalwork: 1, travel: 1, religion: 1, museum: 1, figure: 1, renaissance: 1, god: 1, old: 1, artistic: 1, architecture: 1, man in black suit figurine: 1, man riding elephant statuette: 1, classical sculpture: 1, stone carving: 1, carving: 1, visual arts: 1, toy: 1, archaeology: 1, museum (indoor): 1, indoors: 1, alabaster color: 1, a statue of a person: 1, indoor: 1, building: 1, sitting: 1, chain: 1, table: 1, metal: 1, wooden: 1, elephant: 1, large: 1, water: 1, holding: 1, display: 1, room: 1"","
https://1.api.artsmia.org/full/1380.jpg,"""sculpture: 3, art: 3, statue: 3, stone: 2, archaeology: 2, buddha: 2, face: 2, artifact: 2, ancient: 1, religion: 1, culture: 1, grave: 1, god: 1, old: 1, monument: 1, symbol: 1, temple: 1, figure: 1, religious belief: 1, carve: 1, spirituality: 1, pair of gray suede slip on shoes: 1, gray concrete buddhai statue: 1, stone carving: 1, classical sculpture: 1, carving: 1, head: 1, relief: 1, ancient history: 1, figurine: 1, person: 1, human: 1, photo: 1, photography: 1, painting: 1, portrait: 1, worship: 1, stele (stone slab with markings): 1, alabaster color: 1, a stone statue of a man: 1, building: 1, man: 1, sitting: 1, feet: 1, bear: 1, holding: 1, large: 1, standing: 1, bird: 1, white: 1, stuffed: 1, laying: 1"","
https://2.api.artsmia.org/full/109118.jpg,"""sculpture: 2, bronze: 2, statue: 2, pedestal: 2, gold: 2, fountain: 2, glass: 2, building: 2, art: 1, ancient: 1, no person: 1, antique: 1, old: 1, marble: 1, classic: 1, architecture: 1, ornate: 1, chess: 1, glass items: 1, luxury: 1, artistic: 1, traditional: 1, design: 1, silver and clear glass candle holder: 1, grey statue: 1, trophy: 1, still life photography: 1, water feature: 1, metal: 1, silver: 1, goblet: 1, symbol: 1, cross: 1, tabletop: 1, furniture: 1, crystal: 1, socle: 1, support: 1, supporting structure: 1, censer container: 1, holding device: 1, alabaster color: 1, sitting: 1, standing: 1, clock: 1, dark: 1, vase: 1, front: 1, black: 1, middle: 1, tall: 1, holding: 1, lamp: 1, table: 1, light: 1, large: 1, tower: 1, white: 1, man: 1, cup: 1, display: 1, street: 1, room: 1"","
https://1.api.artsmia.org/full/113926.jpg,"""furniture: 4, wood: 3, table: 3, antique: 2, old: 2, cupboard: 2, sideboard: 2, no person: 1, carpentry: 1, art: 1, design: 1, retro: 1, architecture: 1, classic: 1, interior design: 1, ornate: 1, seat: 1, leather: 1, style: 1, sculpture: 1, empty: 1, carve: 1, ancient: 1, brown wooden cabinet with drawer: 1, brown wooden cabinet: 1, carving: 1, chair: 1, wood stain: 1, hardwood: 1, closet: 1, cabinet: 1, mailbox: 1, letterbox: 1, marquetry (veneers): 1, coffer (chest): 1, box: 1, reddish brown color: 1, a wooden clock with furniture: 1, wooden: 1, indoor: 1, clock: 1, sitting: 1, small: 1, room: 1, brown: 1, bed: 1, large: 1, statue: 1, desk: 1, standing: 1, cat: 1"","
https://1.api.artsmia.org/full/8023.jpg,"""furniture: 5, table: 4, antique: 2, indoors: 2, gold: 2, luxury: 1, baroque: 1, no person: 1, art: 1, classic: 1, ornate: 1, museum: 1, bronze: 1, elegant: 1, victorian: 1, painting: 1, retro: 1, ancient: 1, interior design: 1, vintage: 1, old: 1, brown wooden frame wall decor: 1, gold side table: 1, sofa tables: 1, napoleon iii style: 1, end table: 1, brass: 1, metal: 1, sideboard: 1, tabletop: 1, dining table: 1, desk: 1, console table: 1, pier table: 1, light brown color: 1, beige color: 1, a gold clock sitting on top of a wooden table: 1, indoor: 1, sitting: 1, hanging: 1, wooden: 1, room: 1, bed: 1, clock: 1, water: 1, standing: 1, laying: 1, white: 1"","
